37.4,35.6,39,33.8,39.2,46.2
9.4,4.4,2.2,1.8,16.4,23
-48.2,-48.2,-39.8,-45.4,-44.4,-31
-31.8,-32.2,-12,-24,-26.4,-16.6
20.6,25,38.6,28.6,46.4,37.4
12,14,21.4,14.4,8.6,29
-45.6,-37,-29.8,-36.4,-18,-21.6
-54.6,-34.8,-25,-33.8,-7.4,-27.8
4.8,18.8,27.8,17.4,23.2,20.6
25.4,27.6,31.4,25.6,35.4,39
-28.8,-28.8,-31.2,-27.8,-5.6,-12
-55.8,-47.8,-47.8,-42,-33,-38.4
-7.8,0.6,14,10,9.2,11.6
22.6,24.8,37.8,29.6,44.2,41
-21.4,-17.6,-10.6,-15.6,4,1.2
-59.8,-51.2,-40.2,-49.8,-29.4,-40.2
-34.4,-18.6,-1.8,-16.4,-29.2,-15.6
18.8,29.2,44.8,32,26.2,36.8
7.8,7.8,18,7.8,36.8,20.2
-50,-41.6,-31.8,-47.6,-23.6,-36
-47.6,-33,-16,-36.8,-24.2,-32.2
16.2,21.4,35,21.2,23,27.6
19.2,23.2,20.4,15.4,47,33
-41.6,-33,-34.2,-41.4,-18,-23.4
-48,-39.4,-34.4,-41.6,-31,-33.6
4.2,15,18.8,9.2,35.6,15.6
26.2,33.8,24.2,25.2,41.4,39.8
-31.6,-19.6,-29.6,-24.6,-5.8,-9.4
-62.8,-47.4,-42.4,-46.4,-32.6,-41.6
-15.6,-3.2,9.8,-2.8,3.4,2.4
30.2,32,38.2,29.2,60.8,43.6
-3.8,-2,-5.4,-11.2,18.6,6.6
-56.8,-45.6,-39.8,-52.4,-33.2,-43.2
-36.2,-23.6,-1.8,-25.4,-7,-15.4
20.4,30.6,37.2,22.6,41,35.8
5.8,15.2,-0.8,2.8,20.4,21
-58.2,-41.8,-51.2,-54.6,-35.2,-35.8
-53,-37,-26.6,-46,-39,-33.6
-3.4,11.6,20.6,5.8,16,16.6
6.4,24.8,20.4,10,12.6,29.2
