-288.8,-193,-374,-329.2,27.2,-399.2
-289.8,-192.6,-381,-342,51,-404.4
-312.8,-202.6,-399.2,-356.8,-8.2,-423.2
-305.8,-201.8,-397.8,-356,-12,-414.2
-277.6,-184.4,-369.2,-330.2,0.4,-387.2
-266,-177.2,-363.8,-325,-29,-399
-274.6,-193.2,-384.8,-339.2,2.4,-407.8
-281,-199.4,-384.2,-346.8,15.2,-406.8
-276.6,-185.2,-368.2,-339.4,-28.4,-401.6
-266.2,-179.4,-361.8,-333.2,-29.2,-387.8
-273,-200.2,-376.4,-344.6,27.8,-397.4
-294.8,-215.4,-387.6,-355.6,-7,-409.4
-283.4,-190.2,-370.2,-353.8,-71.4,-400.4
-259,-161.8,-355.2,-332.8,7.6,-384.4
-261.8,-175.2,-364.8,-330,43.8,-378.4
-273.4,-194,-394.8,-351.8,-5.2,-384.8
-273.4,-190,-399.4,-355.2,-10,-388.2
-251.8,-174,-361.6,-329.2,-1.8,-373.8
-249.6,-174.4,-363,-322.6,-19.2,-368.8
-259,-187.2,-379.4,-335.8,-44.6,-376.8
-261.2,-179.4,-369.8,-331.2,-10.6,-374.8
-257.2,-161.4,-355,-314,24.4,-362.4
-244.8,-153.4,-349.8,-310.2,23.2,-350.4
-248,-177,-364,-327.8,-40.4,-362.6
-256.8,-178.2,-372.8,-339,-61.4,-372.2
-249,-158,-359.2,-326.6,16.6,-357.2
-235,-161.2,-345.6,-311.2,25.8,-350.2
-233.4,-166.6,-351.2,-321.2,-10.8,-359.2
-245.4,-164.2,-365.2,-334.8,-94.2,-354
-236.6,-154.6,-349.2,-322.2,-29,-351.8
-221.4,-146,-344.2,-311.6,29.2,-341
-219.8,-149,-355,-310.8,-19,-339.4
-227,-157.8,-356.8,-316.6,1.4,-349
-231,-150.6,-341.2,-317,12.2,-349.8
-217.2,-148.2,-332.6,-297.2,-0.4,-328.2
-220.2,-153.4,-338,-303.4,-5.6,-320.2
-229.4,-149.6,-350,-317.6,-3,-340.8
-233.8,-149.2,-350.8,-315.8,-58.8,-336
-217,-146,-336.8,-296,-42.2,-331.8
-197.6,-126.4,-333.2,-295.6,36.6,-317.6
-215.8,-142,-347.4,-326.6,-8,-317.8
-224.6,-159.2,-348.2,-327.6,-16,-322.6
-203,-134.6,-336,-292.8,8.8,-324.8
-197,-120.6,-332.6,-284,-10.8,-303.6
-208,-131.2,-351,-298.4,-100.2,-300.2
-213.2,-138.4,-349.2,-305,-62.4,-310.4
-216,-136.4,-325.8,-300,37,-303.6
-197.4,-118.8,-298.8,-280.2,11.8,-276
-185,-113.4,-314.8,-282.4,-3.2,-292
-193.4,-127.6,-338.6,-302,-24.6,-319.8
-189.8,-130.2,-334.6,-301.4,-69,-299.8
-175,-116.8,-313,-283,-11,-286.6
-164.2,-109.2,-299.2,-274.2,21.8,-280.4
-190.8,-131,-324.8,-294.8,-10,-292.2
-206.4,-145,-341,-304,-5.8,-296.8
-194.2,-132.8,-327,-294.4,1.4,-288.2
-180.4,-116.4,-315.4,-280.6,4,-283
-191.4,-122.8,-327.4,-288.4,-6,-271.2
-206,-134.8,-324.2,-296.4,-41.8,-282.8
-192.2,-118.6,-313,-284.6,-123,-278.4
-168.6,-100.6,-302.2,-279.2,-26.4,-262.4
-158.8,-108.8,-313.8,-286.8,21.8,-274.8
-179.6,-124.8,-328,-299.2,-32.4,-283
-182,-123.8,-316.2,-293.6,-12,-265
-159,-100.4,-294,-271,-1.4,-252
-156.2,-99.4,-299.2,-262,-65.4,-245
-169.6,-124.4,-311.6,-278.4,-39.2,-256.4
-174.6,-115.8,-313.2,-288.8,6.4,-267
-153.2,-94.2,-282,-263.4,4,-229.6
-143,-97.8,-275.4,-252.4,-5,-228.8
-152,-102,-296.6,-263,-27.4,-251
-166.2,-120.8,-310.2,-266,-95,-254.6
-144.4,-100.6,-300,-267.4,-30,-234.4
-133.6,-73.4,-282.6,-266.6,-10.2,-225.6
-148,-95,-290.4,-263,-14.8,-229.2
-160.2,-109.2,-305.6,-265,-22,-247.6
-148.8,-92.2,-291.6,-261,-4.4,-229.6
-126.6,-74,-271.6,-249.6,-4.4,-208.2
-135.4,-84,-283.2,-257,-63,-218.6
-157.2,-104.6,-298.8,-270.6,-36.8,-231.6
-149.2,-95.6,-283.6,-257.6,-0.2,-224
-134.4,-81.8,-270.4,-244.6,6.8,-209.2
-131.2,-89.6,-276.4,-257,-5.8,-208.2
-146,-99.2,-284.8,-281,-25,-216.2
-147.6,-94.4,-291,-273,-12.2,-226.6
-119,-77.6,-265.8,-236,7,-182.4
-117.8,-85,-278.2,-243.8,-69.8,-187.2
-139.2,-97.6,-293,-265.2,-111,-213
-141.2,-93.2,-275.4,-260,-4.8,-205.4
-122,-78.2,-253.6,-250,8.2,-181.6
-103.4,-62.6,-253,-243.4,12.2,-186.2
-105.8,-64.8,-271.8,-243.4,10.8,-179.2
-119.8,-79.8,-273.6,-245,-15,-175.8
-118.2,-69,-255,-232.6,-48.4,-182.2
-112.8,-61.6,-246.4,-236.2,-56.6,-182.6
-104.4,-58,-247.8,-232.8,7.8,-166.2
-119.8,-76.8,-268.2,-251.6,2.4,-185.8
-124.8,-82.2,-271.2,-253.8,-22,-191.4
-106.6,-58.4,-245.4,-229,-7.2,-173.8
-89.6,-52.6,-236.2,-228.2,-44.8,-157.8
-98.4,-68.4,-251.6,-241,-104.8,-163.4
-105.4,-74.8,-259,-240.2,-53.8,-172.4
-90,-57,-241.4,-220,25.6,-153.6
-83.8,-49.4,-237.8,-210.8,3.4,-143.2
-94.6,-65.4,-245.6,-226.2,2.8,-159
-98.4,-74,-243.4,-237.8,3.2,-155.2
-89.2,-73.2,-239.4,-220.2,0.4,-145.2
-79,-60.8,-235.2,-208.2,1.6,-125.6
-90.8,-62,-245.4,-218.2,-7.8,-134.2
-100.2,-70.2,-245.4,-233.6,-25.2,-144.4
-90.6,-67.6,-232.6,-245.6,-80.2,-134.8
-71.6,-54.8,-208.2,-215,-58.8,-116.8
-73.8,-50.4,-220.4,-208.8,13.6,-128.2
-89.2,-61.8,-242.4,-229.8,7.2,-149.4
-83,-60,-233.8,-218.4,-12.8,-139.4
-62.4,-48.2,-206,-200.8,6.6,-106
-68,-46.2,-209,-212.8,-51.2,-121.2
-87.2,-60.8,-236.6,-230,-61.2,-135.6
-66.6,-56,-218.8,-218,30,-132.6
-46.8,-46.6,-197.2,-196.6,23.2,-116
-43.4,-41,-195.8,-195.6,4.2,-102.6
-56,-42.2,-209,-212,-60.8,-114.6
-66.4,-57.8,-212.6,-225.2,-49.6,-117.8
-58.6,-53.6,-201.2,-214.6,12.6,-127.8
-38.4,-21.8,-186.2,-186.8,35,-102.2
-44.6,-30,-200,-205.8,8.8,-98
-56.2,-46.2,-208,-209,-16.6,-122
-53.8,-33.4,-189.8,-192.4,-4.8,-104.4
-33.8,-17.2,-173.6,-182,-32.4,-82.2
-30.8,-24.8,-182.4,-191.6,-29.2,-84.2
-49,-41.8,-199.8,-214.8,26.2,-108.4
-47.8,-48.4,-207.4,-206.2,3.2,-103.2
-30.2,-33.8,-189.2,-185,8.8,-91.8
-30.2,-20.2,-178.4,-180.2,14,-70.2
-52.4,-41.8,-190.6,-197.6,-12.2,-76.6
-47.8,-47.8,-195.8,-203.8,-95.6,-105
-34.8,-30.8,-180.4,-196.2,-53.6,-87
-12.4,-22,-161.8,-184.8,43.8,-66.4
-18.2,-24.4,-173,-195.8,22.8,-77.8
-40,-34.6,-195.4,-205.4,-4.8,-95.4
-30.8,-32.6,-179.6,-190,5.6,-83.6
-20.4,-23,-172,-183,6.4,-70
-41.6,-42.8,-193.8,-195.4,-9.2,-79.8
-56.4,-55,-207,-206.2,-77.4,-85.2
-52.2,-41.6,-192.8,-200.2,-58.6,-76.6
-27.4,-10.6,-171.6,-177,29.4,-58.4
-13,-6.6,-174,-182.8,18.4,-56.6
-30.2,-30.4,-184.4,-193.2,-5.4,-73.6
-34.6,-34.6,-182,-194.2,-18.4,-65.4
-18.8,-26.8,-164.6,-171,-46.6,-55.4
-3,-16.4,-150.8,-155.2,-1.6,-48
-15.8,-23.4,-172.8,-179.8,-28.4,-60.8
-25.8,-23.8,-179,-195.6,-68.2,-56.8
-15.6,-9.6,-149.6,-165.8,-8.4,-25.8
4.2,6,-140.4,-134.2,-48.4,-30.6
-1,-12,-162.2,-153.4,-6.6,-36.8
-21.4,-32.6,-174.6,-171.2,31.6,-44.2
